Date MM/DD/YYYY,Station Number,Depth [meters],Discrete Chlorophyll [mg/m3],Chlorophyll a/a+PHA,Fluorescence [volts],Calculated Chlorophyll [mg/m3],Discrete Oxygen [mg/L],Oxygen Electrode Output [volts],Oxygen Saturation,Calculated Oxygen [mg/L],Discrete SPM [mg/L],Optical Backscatter [volts],Calculated SPM [mg/L],Measured Extinction Coefficient [per meter],Salinity [psu],Temperature [°C],Nitrite [µM],Nitrate + Nitrite [µM],Ammonium [µM],Phosphate [µM],Silicate [µM],Coordinates
2014-02-11,31.0,5,,,0.25,2.6,,8.2,92.0,8.2,,0.63,23,,29.92,12.35,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2014-02-11,31.0,6,,,0.25,2.6,,8.2,92.0,8.2,,0.8,30,,29.95,12.34,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2014-02-11,31.0,7,,,0.25,2.6,,8.2,92.0,8.2,,0.89,34,,29.97,12.33,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2014-02-11,31.0,8,,,0.25,2.6,,8.2,92.0,8.2,,0.97,37,,29.97,12.33,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2014-02-11,31.0,9,,,0.25,2.7,,8.2,92.0,8.1,,1.09,42,,29.98,12.33,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2014-02-11,31.0,10,,,0.25,2.7,,8.2,92.0,8.1,,1.13,44,,29.98,12.33,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2014-02-11,31.0,11,,,0.26,2.7,,8.1,92.0,8.1,,1.21,47,,29.98,12.33,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2014-02-11,31.0,12,,,0.26,2.7,,8.1,91.0,8.1,,1.34,52,,29.98,12.33,,,,,,"(""37  31.7'"", ""-122 9.5'"")"
2014-02-11,30.0,1,,,0.21,2.2,,8.2,92.0,8.2,,0.55,19,1.32,30.19,12.32,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2014-02-11,30.0,2,1.9,0.69,0.21,2.2,8.2,8.2,92.0,8.2,18.9,0.6,21,,30.19,12.32,2.06,40.42,12.09,5.11,,"(""37  33.3'"", ""-122 11.4'"")"
2014-02-11,30.0,3,,,0.21,2.2,,8.2,93.0,8.2,,0.61,22,,30.18,12.32,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2014-02-11,30.0,4,,,0.22,2.3,,8.2,92.0,8.2,,0.63,23,,30.18,12.32,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2014-02-11,30.0,5,,,0.22,2.3,,8.2,92.0,8.2,,0.64,23,,30.18,12.32,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2014-02-11,30.0,6,,,0.22,2.3,,8.2,93.0,8.2,,0.65,23,,30.18,12.32,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2014-02-11,30.0,7,,,0.22,2.3,,8.2,92.0,8.2,,0.66,24,,30.18,12.32,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2014-02-11,30.0,8,,,0.22,2.3,,8.2,92.0,8.2,,0.65,23,,30.18,12.32,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2014-02-11,30.0,9,,,0.22,2.3,,8.2,92.0,8.2,,0.64,23,,30.18,12.32,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2014-02-11,30.0,10,,,0.22,2.3,,8.2,92.0,8.1,,0.64,23,,30.18,12.32,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2014-02-11,30.0,11,,,0.22,2.3,,8.1,92.0,8.1,,0.67,24,,30.18,12.32,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2014-02-11,30.0,12,,,0.22,2.3,,8.2,92.0,8.1,,0.72,26,,30.18,12.32,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2014-02-11,30.0,13,2,0.73,0.22,2.3,,8.2,92.0,8.2,,0.78,29,,30.18,12.32,,,,,,"(""37  33.3'"", ""-122 11.4'"")"
2014-02-11,29.0,1,,,0.21,2.1,,8.2,92.0,8.2,,0.7,25,1.64,30.31,12.14,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2014-02-11,29.0,2,,,0.21,2.1,,8.2,92.0,8.2,,0.7,25,,30.31,12.14,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2014-02-11,29.0,3,,,0.21,2.1,,8.2,92.0,8.1,,0.72,26,,30.31,12.14,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2014-02-11,29.0,4,,,0.21,2.1,,8.2,92.0,8.1,,0.72,26,,30.31,12.14,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2014-02-11,29.0,5,,,0.21,2.1,,8.2,92.0,8.1,,0.71,26,,30.31,12.14,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2014-02-11,29.0,6,,,0.21,2.1,,8.2,92.0,8.1,,0.72,26,,30.31,12.14,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2014-02-11,29.0,7,,,0.21,2.1,,8.2,92.0,8.2,,0.71,26,,30.31,12.14,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2014-02-11,29.0,8,,,0.21,2.1,,8.2,92.0,8.2,,0.71,26,,30.31,12.14,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2014-02-11,29.0,9,,,0.21,2.1,,8.2,92.0,8.2,,0.7,26,,30.31,12.14,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2014-02-11,29.0,10,,,0.21,2.2,,8.2,92.0,8.2,,0.72,26,,30.31,12.14,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2014-02-11,29.0,11,,,0.21,2.2,,8.2,92.0,8.2,,0.7,26,,30.31,12.14,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2014-02-11,29.0,12,,,0.21,2.2,,8.2,92.0,8.2,,0.73,27,,30.31,12.14,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2014-02-11,29.0,13,,,0.21,2.2,,8.2,92.0,8.2,,0.77,28,,30.31,12.14,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2014-02-11,29.0,14,,,0.21,2.2,,8.2,92.0,8.2,,0.79,29,,30.31,12.14,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2014-02-11,29.0,15,,,0.21,2.2,,8.2,92.0,8.2,,0.78,29,,30.31,12.14,,,,,,"(""37  34.1'"", ""-122 13.1'"")"
2014-02-11,28.0,1,,,0.21,2.1,,8.2,92.0,8.2,,0.54,19,1.42,30.29,12.13,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2014-02-11,28.0,2,,,0.21,2.1,,8.2,92.0,8.2,,0.59,21,,30.29,12.13,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2014-02-11,28.0,3,,,0.21,2.1,,8.2,92.0,8.2,,0.64,23,,30.29,12.13,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2014-02-11,28.0,4,,,0.21,2.2,,8.2,92.0,8.2,,0.68,25,,30.29,12.13,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2014-02-11,28.0,5,,,0.22,2.2,,8.2,92.0,8.2,,0.73,27,,30.29,12.13,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2014-02-11,28.0,6,,,0.22,2.3,,8.2,92.0,8.2,,0.78,29,,30.29,12.13,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2014-02-11,28.0,7,,,0.22,2.3,,8.2,92.0,8.1,,0.84,31,,30.29,12.13,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2014-02-11,28.0,8,,,0.22,2.3,,8.2,92.0,8.1,,0.84,31,,30.29,12.13,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2014-02-11,28.0,9,,,0.23,2.4,,8.2,92.0,8.2,,0.91,34,,30.29,12.13,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2014-02-11,28.0,10,,,0.23,2.4,,8.2,92.0,8.2,,0.97,37,,30.29,12.13,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2014-02-11,28.0,11,,,0.23,2.4,,8.2,92.0,8.2,,0.97,37,,30.29,12.13,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2014-02-11,28.0,12,,,0.23,2.5,,8.2,92.0,8.2,,1.13,43,,30.29,12.13,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2014-02-11,28.0,13,,,0.24,2.5,,8.2,92.0,8.2,,1.24,48,,30.29,12.13,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2014-02-11,28.0,14,,,0.25,2.6,,8.2,92.0,8.1,,1.36,53,,30.29,12.13,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2014-02-11,28.0,15,,,0.25,2.6,,8.2,92.0,8.1,,1.51,59,,30.29,12.13,,,,,,"(""37  36.1'"", ""-122 16.2'"")"
2014-02-11,27.0,1,,,0.21,2.2,,8.2,92.0,8.2,,0.67,24,1.58,30.32,12.03,,,,,,"(""37  37.1'"", ""-122 17.5'"")"
2014-02-11,27.0,2,2.1,0.59,0.21,2.2,,8.2,92.0,8.2,28.1,0.71,26,,30.32,12.02,1.95,37.15,15.17,4.81,,"(""37  37.1'"", ""-122 17.5'"")"
2014-02-11,27.0,3,,,0.21,2.2,,8.2,92.0,8.2,,0.76,28,,30.32,12.02,,,,,,"(""37  37.1'"", ""-122 17.5'"")"
2014-02-11,27.0,4,,,0.22,2.3,,8.2,92.0,8.2,,0.78,29,,30.32,12.02,,,,,,"(""37  37.1'"", ""-122 17.5'"")"
2014-02-11,27.0,5,,,0.22,2.3,,8.2,92.0,8.2,,0.82,30,,30.32,12.02,,,,,,"(""37  37.1'"", ""-122 17.5'"")"
2014-02-11,27.0,6,,,0.23,2.4,,8.2,92.0,8.2,,0.9,34,,30.32,12.02,,,,,,"(""37  37.1'"", ""-122 17.5'"")"
2014-02-11,27.0,7,,,0.23,2.4,,8.2,92.0,8.2,,0.94,35,,30.32,12.02,,,,,,"(""37  37.1'"", ""-122 17.5'"")"
2014-02-11,27.0,8,,,0.23,2.4,,8.2,92.0,8.2,,0.96,36,,30.32,12.02,,,,,,"(""37  37.1'"", ""-122 17.5'"")"
2014-02-11,27.0,9,,,0.23,2.4,,8.2,92.0,8.2,,0.98,37,,30.32,12.02,,,,,,"(""37  37.1'"", ""-122 17.5'"")"
2014-02-11,27.0,10,,,0.23,2.4,,8.2,92.0,8.1,,0.98,37,,30.32,12.02,,,,,,"(""37  37.1'"", ""-122 17.5'"")"
2014-02-11,27.0,11,,,0.23,2.4,,8.2,92.0,8.1,,1,38,,30.32,12.02,,,,,,"(""37  37.1'"", ""-122 17.5'"")"
2014-02-11,27.0,12,2.2,0.5,0.23,2.4,,8.2,92.0,8.2,39.3,1.03,39,,30.32,12.02,,,,,,"(""37  37.1'"", ""-122 17.5'"")"
2014-02-11,26.0,1,,,0.23,2.4,,8.2,91.0,8.1,,0.59,21,1.62,30.26,12.01,,,,,,"(""37  38.2'"", ""-122 18.8'"")"
2014-02-11,26.0,2,,,0.23,2.4,,8.1,91.0,8.1,,0.77,28,,30.26,12.01,,,,,,"(""37  38.2'"", ""-122 18.8'"")"
2014-02-11,26.0,3,,,0.23,2.4,,8.1,91.0,8.1,,0.78,29,,30.26,12.01,,,,,,"(""37  38.2'"", ""-122 18.8'"")"
2014-02-11,26.0,4,,,0.23,2.4,,8.2,91.0,8.1,,0.76,28,,30.26,12.01,,,,,,"(""37  38.2'"", ""-122 18.8'"")"
2014-02-11,26.0,5,,,0.23,2.3,,8.2,91.0,8.1,,0.76,28,,30.26,12.01,,,,,,"(""37  38.2'"", ""-122 18.8'"")"
2014-02-11,26.0,6,,,0.22,2.3,,8.2,91.0,8.1,,0.75,27,,30.26,12.01,,,,,,"(""37  38.2'"", ""-122 18.8'"")"
2014-02-11,26.0,7,,,0.22,2.3,,8.2,92.0,8.1,,0.78,29,,30.26,12.01,,,,,,"(""37  38.2'"", ""-122 18.8'"")"
2014-02-11,26.0,8,,,0.23,2.3,,8.2,92.0,8.1,,0.79,29,,30.26,12,,,,,,"(""37  38.2'"", ""-122 18.8'"")"
2014-02-11,26.0,9,,,0.22,2.3,,8.2,92.0,8.1,,0.82,30,,30.26,12,,,,,,"(""37  38.2'"", ""-122 18.8'"")"
2014-02-11,26.0,10,,,0.22,2.3,,8.1,91.0,8.1,,0.89,34,,30.26,12,,,,,,"(""37  38.2'"", ""-122 18.8'"")"
2014-02-11,26.0,11,,,0.23,2.4,,8.1,91.0,8.1,,0.92,35,,30.26,12,,,,,,"(""37  38.2'"", ""-122 18.8'"")"
2014-02-11,26.0,12,,,0.23,2.4,,8.1,91.0,8.1,,0.96,36,,30.26,12,,,,,,"(""37  38.2'"", ""-122 18.8'"")"
2014-02-11,25.0,1,,,0.17,1.7,,8.1,91.0,8.1,,0.33,10,0.96,30.16,11.85,,,,,,"(""37  40.2'"", ""-122 19.5'"")"
2014-02-11,25.0,2,,,0.17,1.7,,8.1,91.0,8.1,,0.38,12,,30.17,11.85,,,,,,"(""37  40.2'"", ""-122 19.5'"")"
2014-02-11,25.0,3,,,0.17,1.7,,8.1,91.0,8.1,,0.39,13,,30.17,11.85,,,,,,"(""37  40.2'"", ""-122 19.5'"")"
2014-02-11,25.0,4,,,0.17,1.7,,8.1,91.0,8.1,,0.4,13,,30.17,11.85,,,,,,"(""37  40.2'"", ""-122 19.5'"")"
2014-02-11,25.0,5,,,0.17,1.7,,8.1,91.0,8.1,,0.41,13,,30.17,11.85,,,,,,"(""37  40.2'"", ""-122 19.5'"")"
2014-02-11,25.0,6,,,0.18,1.7,,8.1,91.0,8.1,,0.42,14,,30.17,11.85,,,,,,"(""37  40.2'"", ""-122 19.5'"")"
2014-02-11,25.0,7,,,0.18,1.7,,8.1,91.0,8.1,,0.42,14,,30.17,11.85,,,,,,"(""37  40.2'"", ""-122 19.5'"")"
2014-02-11,25.0,8,,,0.17,1.7,,8.1,91.0,8.1,,0.42,14,,30.17,11.85,,,,,,"(""37  40.2'"", ""-122 19.5'"")"
2014-02-11,25.0,9,,,0.17,1.7,,8.1,91.0,8.1,,0.43,14,,30.17,11.85,,,,,,"(""37  40.2'"", ""-122 19.5'"")"
2014-02-11,24.0,1,,,0.17,1.7,,8.1,91.0,8.1,,0.34,10,0.95,30.04,11.86,,,,,,"(""37  41.9'"", ""-122 20.3'"")"
2014-02-11,24.0,2,2,0.73,0.17,1.7,,8.1,91.0,8.1,10.6,0.36,11,,30.04,11.85,0.98,22.86,10.62,3.1,,"(""37  41.9'"", ""-122 20.3'"")"
2014-02-11,24.0,3,,,0.17,1.7,,8.1,91.0,8.1,,0.4,13,,30.04,11.84,,,,,,"(""37  41.9'"", ""-122 20.3'"")"
2014-02-11,24.0,4,,,0.18,1.7,,8.1,91.0,8.1,,0.45,15,,30.04,11.84,,,,,,"(""37  41.9'"", ""-122 20.3'"")"
2014-02-11,24.0,5,,,0.18,1.8,,8.1,91.0,8.1,,0.44,15,,30.04,11.84,,,,,,"(""37  41.9'"", ""-122 20.3'"")"
2014-02-11,24.0,6,,,0.18,1.8,,8.1,91.0,8.1,,0.46,15,,30.04,11.84,,,,,,"(""37  41.9'"", ""-122 20.3'"")"
2014-02-11,24.0,7,,,0.18,1.8,,8.1,91.0,8.1,,0.46,16,,30.04,11.84,,,,,,"(""37  41.9'"", ""-122 20.3'"")"
2014-02-11,24.0,8,,,0.18,1.8,,8.1,91.0,8.1,,0.45,15,,30.04,11.84,,,,,,"(""37  41.9'"", ""-122 20.3'"")"
2014-02-11,24.0,9,,,0.18,1.8,,8.1,91.0,8.1,,0.44,15,,30.04,11.84,,,,,,"(""37  41.9'"", ""-122 20.3'"")"
2014-02-11,24.0,10,,,0.18,1.8,,8.1,91.0,8.1,,0.44,15,,30.04,11.84,,,,,,"(""37  41.9'"", ""-122 20.3'"")"
2014-02-11,24.0,11,2,0.63,0.18,1.8,,8.1,91.0,8.1,17.8,0.45,15,,30.04,11.84,,,,,,"(""37  41.9'"", ""-122 20.3'"")"
2014-02-11,23.0,1,,,0.17,1.6,,8.1,91.0,8.1,,0.3,9,1.02,30.04,11.88,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,23.0,2,,,0.17,1.6,,8.1,91.0,8.1,,0.37,12,,30.1,11.84,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,23.0,3,,,0.18,1.8,,8.1,91.0,8.1,,0.42,14,,30.11,11.83,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,23.0,4,,,0.18,1.8,,8.1,90.0,8.1,,0.46,15,,30.12,11.82,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,23.0,5,,,0.18,1.8,,8.1,90.0,8.1,,0.49,17,,30.12,11.82,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,23.0,6,,,0.19,1.9,,8.1,90.0,8.1,,0.53,18,,30.14,11.82,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,23.0,7,,,0.18,1.9,,8.1,90.0,8.1,,0.57,20,,30.15,11.82,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,23.0,8,,,0.18,1.8,,8.1,90.0,8.1,,0.57,20,,30.15,11.82,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,23.0,9,,,0.18,1.8,,8.1,91.0,8.1,,0.59,21,,30.17,11.82,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,23.0,10,,,0.19,1.9,,8.1,91.0,8.1,,0.58,21,,30.18,11.82,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,23.0,11,,,0.19,1.9,,8.1,91.0,8.1,,0.58,20,,30.18,11.82,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,23.0,12,,,0.19,1.9,,8.1,91.0,8.1,,0.61,22,,30.18,11.82,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,23.0,13,,,0.19,1.9,,8.1,91.0,8.1,,0.61,22,,30.18,11.82,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,23.0,14,,,0.19,1.9,,8.1,91.0,8.1,,0.59,21,,30.18,11.82,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,23.0,15,,,0.19,1.9,,8.1,91.0,8.1,,0.61,22,,30.18,11.82,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,23.0,16,,,0.19,1.9,,8.1,91.0,8.1,,0.62,22,,30.19,11.82,,,,,,"(""37  43.7'"", ""-122 20.2'"")"
2014-02-11,22.0,1,,,0.16,1.5,,8.1,91.0,8.1,,0.25,7,0.68,30.42,11.88,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,2,,,0.16,1.5,,8.1,91.0,8.1,,0.26,7,,30.63,11.84,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,3,,,0.16,1.5,,8.1,91.0,8.1,,0.27,8,,30.72,11.83,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,4,,,0.15,1.4,,8.1,91.0,8.1,,0.27,8,,30.78,11.83,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,5,,,0.14,1.4,,8.1,91.0,8.1,,0.28,8,,30.84,11.83,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,6,,,0.14,1.3,,8.1,91.0,8.1,,0.29,8,,30.85,11.83,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,7,,,0.14,1.3,,8.1,91.0,8.1,,0.29,8,,30.88,11.82,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,8,,,0.14,1.3,,8.1,91.0,8.1,,0.29,9,,30.9,11.82,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,9,,,0.15,1.4,,8.1,91.0,8.1,,0.3,9,,30.93,11.82,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,10,,,0.15,1.4,,8.1,91.0,8.1,,0.3,9,,30.93,11.82,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,11,,,0.15,1.4,,8.1,91.0,8.1,,0.3,9,,30.94,11.82,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,12,,,0.15,1.4,,8.1,91.0,8.1,,0.3,9,,30.96,11.82,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,13,,,0.15,1.4,,8.1,91.0,8.1,,0.31,9,,30.96,11.82,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,14,,,0.15,1.4,,8.1,91.0,8.1,,0.31,9,,30.97,11.82,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,15,,,0.15,1.4,,8.1,91.0,8.1,,0.32,10,,30.98,11.82,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,16,,,0.15,1.5,,8.1,91.0,8.1,,0.32,10,,30.98,11.82,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,17,,,0.15,1.4,,8.1,91.0,8.1,,0.34,10,,31,11.82,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,18,,,0.15,1.4,,8.1,91.0,8.1,,0.34,11,,31,11.82,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,19,,,0.15,1.4,,8.1,91.0,8.1,,0.34,10,,31.01,11.83,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,22.0,20,,,0.15,1.4,,8.1,91.0,8.1,,0.35,11,,31.01,11.83,,,,,,"(""37  45.9'"", ""-122  21.5'"")"
2014-02-11,21.0,1,,,0.17,1.7,,8.2,91.0,8.2,,0.27,8,0.74,29.58,11.89,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,2,2,0.75,0.17,1.7,8.1,8.2,91.0,8.1,8.3,0.29,8,,29.85,11.82,0.81,21.38,9.32,2.66,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,3,,,0.17,1.6,,8.1,91.0,8.1,,0.3,9,,30.1,11.81,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,4,,,0.15,1.5,,8.1,91.0,8.1,,0.32,10,,30.39,11.82,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,5,,,0.15,1.5,,8.1,91.0,8.1,,0.32,10,,30.61,11.82,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,6,,,0.15,1.4,,8.1,91.0,8.1,,0.31,9,,30.92,11.83,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,7,,,0.15,1.4,,8.1,91.0,8.1,,0.3,9,,31.06,11.83,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,8,,,0.14,1.4,,8.1,91.0,8.1,,0.31,9,,31.07,11.83,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,9,,,0.15,1.4,,8.1,91.0,8.1,,0.31,9,,31.07,11.83,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,10,,,0.15,1.4,,8.1,91.0,8.1,,0.31,9,,31.07,11.83,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,11,,,0.15,1.5,,8.1,91.0,8.1,,0.31,9,,31.07,11.83,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,12,,,0.15,1.5,,8.1,91.0,8.1,,0.32,9,,31.08,11.83,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,13,,,0.16,1.5,,8.1,91.0,8.1,,0.32,10,,31.1,11.83,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,14,,,0.16,1.5,,8.1,91.0,8.1,,0.32,10,,31.12,11.83,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,15,,,0.15,1.5,,8.1,91.0,8.1,,0.32,10,,31.13,11.84,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,16,,,0.15,1.5,,8.1,91.0,8.1,,0.32,10,,31.17,11.84,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,17,,,0.15,1.4,,8.1,91.0,8.1,,0.32,10,,31.19,11.84,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,18,,,0.15,1.5,,8.1,91.0,8.1,,0.32,10,,31.22,11.84,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,21.0,19,2,0.71,0.15,1.5,,8.1,91.0,8.1,9,0.33,10,,31.23,11.84,,,,,,"(""37  47.3'"", ""-122 21.5'"")"
2014-02-11,20.0,1,,,0.1,0.6,,8.2,91.0,8.1,,0.24,6,0.72,30.44,11.99,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,2,,,0.1,0.6,,8.1,91.0,8.1,,0.24,5,,30.62,11.99,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,3,,,0.13,1,,8.1,91.0,8.1,,0.26,6,,31.09,11.85,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,4,,,0.15,1.2,,8.1,91.0,8.1,,0.28,7,,31.09,11.86,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,5,,,0.16,1.4,,8.1,91.0,8.1,,0.27,7,,31.07,11.86,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,6,,,0.15,1.4,,8.1,91.0,8.1,,0.27,7,,31.06,11.85,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,7,,,0.16,1.4,,8.1,91.0,8.1,,0.28,7,,31.04,11.85,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,8,,,0.16,1.4,,8.1,91.0,8.1,,0.28,7,,31.23,11.86,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,9,,,0.16,1.4,,8.1,91.0,8.1,,0.27,7,,31.35,11.87,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,10,,,0.16,1.4,,8.1,91.0,8.1,,0.25,6,,31.59,11.88,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,11,,,0.16,1.4,,8.1,91.0,8.1,,0.25,6,,31.65,11.89,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,12,,,0.15,1.3,,8.1,91.0,8.1,,0.25,6,,31.68,11.89,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,13,,,0.15,1.4,,8.1,91.0,8.1,,0.25,6,,31.7,11.89,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,14,,,0.16,1.4,,8.1,91.0,8.1,,0.26,6,,31.71,11.88,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,15,,,0.16,1.4,,8.1,91.0,8.1,,0.26,6,,31.71,11.88,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,16,,,0.15,1.4,,8.1,91.0,8.1,,0.27,7,,31.71,11.88,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
2014-02-11,20.0,17,,,0.16,1.4,,8.1,91.0,8.1,,0.28,7,,31.72,11.88,,,,,,"(""37  49.2'"", ""-122  23.6'"")"
